,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-09-29,1079.900024,1120.0,1061.0,1066.550049,1066.550049,80583.0
1,2016-09-30,1045.199951,1074.949951,1034.650024,1065.75,1065.75,1619.0
2,2016-10-03,1073.900024,1110.0,1073.900024,1097.650024,1097.650024,907.0
3,2016-10-04,1080.150024,1110.0,1070.0,1074.349976,1074.349976,16697.0
4,2016-10-05,1084.800049,1089.0,1055.0,1064.949951,1064.949951,1296.0
5,2016-10-06,1074.099976,1099.0,1070.0,1073.800049,1073.800049,5523.0
6,2016-10-07,1073.300049,1080.0,1063.050049,1074.0,1074.0,378.0
7,2016-10-10,1074.050049,1077.599976,1050.0,1052.349976,1052.349976,1839.0
8,2016-10-13,1052.050049,1055.050049,1021.0,1022.549988,1022.549988,21534.0
9,2016-10-14,1022.549988,1040.900024,1011.0,1017.200012,1017.200012,1669.0
10,2016-10-17,1025.0,1037.949951,1001.549988,1005.75,1005.75,1592.0
11,2016-10-18,1005.0,1049.949951,1005.0,1014.549988,1014.549988,2876.0
12,2016-10-19,1029.849976,1029.900024,1010.0,1011.849976,1011.849976,5007.0
13,2016-10-20,1018.900024,1085.0,1011.0,1021.200012,1021.200012,10260.0
14,2016-10-21,1029.900024,1039.550049,1010.5,1017.599976,1017.599976,51622.0
15,2016-10-24,1025.949951,1057.849976,983.0,994.950012,994.950012,14119.0
16,2016-10-25,994.049988,1024.800049,976.0,1008.650024,1008.650024,13018.0
17,2016-10-26,1008.049988,1031.199951,991.049988,1024.800049,1024.800049,3465.0
18,2016-10-27,1024.0,1027.0,1004.349976,1020.25,1020.25,2523.0
19,2016-10-28,1012.049988,1030.0,995.0,1013.400024,1013.400024,14110.0
20,2016-11-01,1019.900024,1025.150024,1010.099976,1019.599976,1019.599976,3179.0
21,2016-11-02,1032.900024,1032.900024,972.200012,993.950012,993.950012,3026.0
22,2016-11-03,1008.950012,1029.0,1008.950012,1023.150024,1023.150024,1880.0
23,2016-11-04,1039.650024,1039.900024,992.0,1020.200012,1020.200012,2089.0
24,2016-11-07,1014.950012,1025.0,1002.0,1022.650024,1022.650024,742.0
25,2016-11-08,1008.349976,1013.900024,1000.0,1003.349976,1003.349976,547.0
26,2016-11-09,990.099976,990.099976,930.349976,984.299988,984.299988,2083.0
27,2016-11-10,999.849976,1040.050049,990.0,995.099976,995.099976,2364.0
28,2016-11-11,1031.0,1031.0,975.0,980.900024,980.900024,8474.0
29,2016-11-15,982.049988,982.049988,926.5,937.25,937.25,1658.0
30,2016-11-16,945.049988,950.0,890.0,899.049988,899.049988,3073.0
31,2016-11-17,885.549988,899.950012,866.049988,876.799988,876.799988,6612.0
32,2016-11-18,897.849976,900.0,870.099976,881.5,881.5,932.0
33,2016-11-21,873.549988,897.549988,823.099976,864.5,864.5,3897.0
34,2016-11-22,887.950012,887.950012,840.099976,849.049988,849.049988,3735.0
35,2016-11-23,872.0,885.0,840.049988,843.799988,843.799988,2829.0
36,2016-11-24,865.0,865.0,830.5,840.450012,840.450012,9845.0
37,2016-11-25,867.0,879.0,850.349976,854.950012,854.950012,35197.0
38,2016-11-28,904.0,904.0,842.0,847.299988,847.299988,2341.0
39,2016-11-29,857.700012,863.0,845.0,849.700012,849.700012,21194.0
40,2016-11-30,855.0,880.0,855.0,868.200012,868.200012,19941.0
41,2016-12-01,887.0,887.0,852.099976,856.900024,856.900024,7895.0
42,2016-12-02,856.0,859.950012,840.0,842.450012,842.450012,1080.0
43,2016-12-05,835.0,858.849976,832.5,834.549988,834.549988,415.0
44,2016-12-06,851.849976,885.0,839.099976,878.0,878.0,2383.0
45,2016-12-07,860.0,899.900024,860.0,872.200012,872.200012,559.0
46,2016-12-08,837.299988,899.950012,837.299988,878.200012,878.200012,33257.0
47,2016-12-09,888.950012,900.0,879.950012,880.900024,880.900024,15855.0
48,2016-12-12,880.0,889.0,862.0,870.950012,870.950012,492.0
49,2016-12-13,879.0,887.950012,840.950012,872.5,872.5,63058.0
50,2016-12-14,872.0,890.099976,872.0,880.0,880.0,4973.0
51,2016-12-15,870.950012,897.0,870.950012,896.0,896.0,1659.0
52,2016-12-16,878.099976,895.049988,878.099976,890.0,890.0,310.0
53,2016-12-19,899.950012,899.950012,871.700012,875.700012,875.700012,245.0
54,2016-12-20,885.0,899.0,860.0,865.599976,865.599976,1357.0
55,2016-12-21,879.900024,887.25,865.0,867.299988,867.299988,4750.0
56,2016-12-22,896.0,907.0,872.0,882.150024,882.150024,20135.0
57,2016-12-23,879.900024,885.0,870.400024,875.799988,875.799988,1265.0
58,2016-12-26,879.900024,899.849976,851.25,861.950012,861.950012,1123.0
59,2016-12-27,870.099976,879.900024,862.049988,870.25,870.25,961.0
60,2016-12-28,905.0,910.0,865.0,874.849976,874.849976,11522.0
61,2016-12-29,879.900024,887.900024,873.0,882.5,882.5,1370.0
62,2016-12-30,865.049988,974.799988,856.049988,886.25,886.25,27692.0
63,2017-01-02,889.900024,889.900024,864.0,870.849976,870.849976,5864.0
