,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-09-29,178.5,178.740005,165.225006,167.835007,151.320007,18253280.0
1,2016-09-30,167.199997,173.895004,166.925003,172.934998,155.918182,5157750.0
2,2016-10-03,174.490005,177.434998,174.005005,176.740005,159.348755,4199180.0
3,2016-10-04,178.895004,179.699997,176.800003,178.360001,160.809357,6951110.0
4,2016-10-05,180.5,180.539993,177.75,178.770004,161.179016,6650110.0
5,2016-10-06,180.279999,181.100006,175.095001,176.255005,158.911484,5759650.0
6,2016-10-07,176.990005,177.764999,175.100006,177.210007,159.772552,4042570.0
7,2016-10-10,178.600006,182.5,177.815002,181.475006,163.617828,7789670.0
8,2016-10-13,180.880005,180.889999,173.210007,177.229996,159.790527,10134850.0
9,2016-10-14,177.600006,178.0,173.710007,174.25,157.103775,5923880.0
10,2016-10-17,174.5,175.899994,171.554993,171.975006,155.052628,5361000.0
11,2016-10-18,172.5,179.0,172.199997,178.259995,160.719162,6121650.0
12,2016-10-19,178.100006,178.100006,174.279999,174.889999,157.680801,5251270.0
13,2016-10-20,175.574997,177.380005,173.214996,174.085007,156.955017,7279280.0
14,2016-10-21,173.899994,174.779999,171.389999,173.529999,156.454636,5965690.0
15,2016-10-24,173.169998,174.029999,169.5,171.169998,154.326874,5789100.0
16,2016-10-25,171.490005,172.899994,169.600006,170.940002,154.119492,6953620.0
17,2016-10-26,170.699997,172.910004,166.0,166.824997,150.409409,8174300.0
18,2016-10-27,166.770004,166.949997,161.649994,163.695007,147.587402,25975610.0
19,2016-10-28,166.0,168.274994,164.330002,165.884995,149.56192,7736120.0
20,2016-11-01,166.100006,168.5,164.225006,166.289993,149.927017,6206700.0
21,2016-11-02,165.494995,165.494995,162.5,163.399994,147.321411,5243220.0
22,2016-11-03,163.190002,165.0,159.024994,159.914993,144.179321,7368300.0
23,2016-11-04,159.419998,160.895004,156.509995,159.134995,143.476089,6960320.0
24,2016-11-07,160.604996,162.0,159.5,160.050003,144.301056,3886300.0
25,2016-11-08,160.399994,166.399994,160.339996,165.690002,149.386078,5874360.0
26,2016-11-09,155.009995,170.399994,154.539993,168.085007,151.545425,8629910.0
27,2016-11-10,169.699997,177.869995,169.699997,175.639999,158.356995,7666490.0
28,2016-11-11,173.520004,174.945007,169.125,172.110001,155.174362,7296950.0
29,2016-11-15,170.600006,173.5,167.550003,169.384995,152.717484,6140900.0
30,2016-11-16,171.850006,173.5,168.139999,169.830002,153.118698,3579110.0
31,2016-11-17,170.0,172.0,164.300003,165.455002,149.17421,4809840.0
32,2016-11-18,165.699997,169.869995,165.199997,169.160004,152.514648,5775610.0
33,2016-11-21,169.610001,170.085007,161.445007,162.179993,146.221451,5107430.0
34,2016-11-22,163.014999,165.690002,161.880005,163.919998,147.790222,3501810.0
35,2016-11-23,164.600006,166.259995,164.199997,165.125,148.876694,2825900.0
36,2016-11-24,164.5,165.610001,160.625,161.475006,145.585861,16770590.0
37,2016-11-25,162.399994,167.880005,162.100006,167.384995,150.914291,4443080.0
38,2016-11-28,168.0,173.0,166.705002,172.244995,155.296066,4880370.0
39,2016-11-29,172.690002,173.225006,169.399994,169.744995,153.042068,4467480.0
40,2016-11-30,168.5,173.554993,168.5,172.899994,155.886612,7408290.0
41,2016-12-01,172.899994,173.089996,167.205002,167.634995,151.139709,5346100.0
42,2016-12-02,166.399994,168.0,165.070007,165.664993,149.363556,5441330.0
43,2016-12-05,165.800003,167.179993,162.625,164.854996,148.63324,6162830.0
44,2016-12-06,165.199997,166.169998,163.300003,164.399994,148.223007,3695870.0
45,2016-12-07,165.0,165.595001,163.149994,164.634995,148.434906,5034030.0
46,2016-12-08,166.0,167.800003,165.199997,165.684998,149.381546,4827860.0
47,2016-12-09,166.679993,166.899994,164.199997,164.645004,148.443924,3760900.0
48,2016-12-12,164.600006,164.839996,161.770004,162.235001,146.271042,4064340.0
49,2016-12-13,162.399994,164.125,160.990005,163.190002,147.13208,5306210.0
50,2016-12-14,164.100006,164.100006,162.149994,163.014999,146.974289,4181710.0
51,2016-12-15,162.0,165.554993,161.514999,163.065002,147.019394,4059070.0
52,2016-12-16,164.399994,164.794998,161.130005,161.830002,145.905869,4632360.0
53,2016-12-19,161.800003,162.434998,159.375,159.895004,144.161316,3883340.0
