,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-09-29,821.0,833.349976,764.099976,787.349976,626.224792,2547306.0
1,2016-09-30,785.0,832.0,785.0,827.400024,658.078979,1563036.0
2,2016-10-03,826.900024,860.0,819.599976,855.25,680.229736,1866632.0
3,2016-10-04,857.299988,878.0,848.599976,873.450012,694.7052,1955639.0
4,2016-10-05,874.0,879.0,861.599976,865.299988,688.223145,792037.0
5,2016-10-06,863.0,874.799988,842.200012,850.25,676.252869,926661.0
6,2016-10-07,853.0,866.799988,852.049988,856.849976,681.502197,633916.0
7,2016-10-10,855.0,859.200012,841.200012,844.299988,671.520508,649382.0
8,2016-10-13,843.0,843.0,811.099976,822.400024,654.102295,1439141.0
9,2016-10-14,830.950012,842.75,824.099976,837.799988,666.350769,1009752.0
10,2016-10-17,842.5,852.0,833.900024,838.150024,666.629028,1304249.0
11,2016-10-18,838.0,865.900024,837.349976,862.650024,686.115417,1444678.0
12,2016-10-19,867.5,883.0,861.25,880.650024,700.431702,1039437.0
13,2016-10-20,885.950012,891.0,865.5,872.200012,693.710999,1176933.0
14,2016-10-21,879.0,880.900024,857.049988,877.049988,697.56842,2407974.0
15,2016-10-24,880.0,885.25,864.400024,871.599976,693.233826,853955.0
16,2016-10-25,870.0,874.950012,861.25,868.049988,690.410339,687026.0
17,2016-10-26,863.0,870.0,850.200012,854.299988,679.474121,1873245.0
18,2016-10-27,846.200012,853.700012,836.799988,844.200012,671.440979,1934911.0
19,2016-10-28,847.200012,853.799988,836.799988,848.900024,675.179138,2334563.0
20,2016-11-01,851.0,868.849976,848.5,860.400024,684.325684,973797.0
21,2016-11-02,847.900024,847.900024,821.400024,833.849976,670.219604,854019.0
22,2016-11-03,830.0,843.299988,797.200012,802.0,644.619751,817290.0
23,2016-11-04,799.5,804.0,775.049988,788.200012,633.527832,1459210.0
24,2016-11-07,795.900024,811.349976,788.099976,792.299988,636.823242,821918.0
25,2016-11-08,793.0,795.950012,782.099976,786.099976,631.839905,563222.0
26,2016-11-09,707.5,746.5,630.0,721.5,579.916626,5657180.0
27,2016-11-10,740.0,751.650024,673.0,700.5,563.037537,8455426.0
28,2016-11-11,685.5,717.900024,670.150024,700.299988,562.876953,5474793.0
29,2016-11-15,699.0,699.0,651.0,674.25,541.938782,3572670.0
30,2016-11-16,687.5,699.549988,658.5,669.849976,538.402161,2949365.0
31,2016-11-17,675.049988,684.700012,667.049988,669.25,537.919983,1553058.0
32,2016-11-18,675.0,678.849976,657.0,667.849976,536.794617,2788041.0
33,2016-11-21,674.799988,674.799988,636.799988,653.25,525.059692,1505997.0
34,2016-11-22,659.0,674.950012,639.0,671.799988,539.969421,2033291.0
35,2016-11-23,678.099976,679.849976,668.450012,673.150024,541.054688,1223395.0
36,2016-11-24,669.5,684.75,664.25,676.700012,543.90802,2800003.0
37,2016-11-25,683.049988,713.450012,676.299988,702.950012,565.006897,1832269.0
38,2016-11-28,695.0,712.0,687.0,707.650024,568.784546,864202.0
39,2016-11-29,715.900024,737.799988,712.049988,726.5,583.935486,1618258.0
40,2016-11-30,735.0,767.900024,731.0,765.049988,614.920654,3185635.0
41,2016-12-01,765.0,767.700012,753.049988,756.150024,607.767212,680873.0
42,2016-12-02,746.099976,750.0,731.049988,736.900024,592.294739,1152470.0
43,2016-12-05,741.400024,752.0,731.950012,742.75,596.996765,589609.0
