,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-09-29,27.422194,27.771839,24.225435,24.824827,23.775002,1352529.0
1,2016-09-30,25.574066,25.574066,24.575081,25.074574,24.014189,871514.0
2,2016-10-03,25.324322,27.472143,25.324322,27.222397,26.071182,1412071.0
3,2016-10-04,27.372244,27.771839,26.523106,27.472143,26.310366,754311.0
4,2016-10-05,27.721889,27.721889,26.822802,26.922701,25.784161,442355.0
5,2016-10-06,26.972649,27.572041,26.523106,27.322294,26.166853,713712.0
6,2016-10-07,27.771839,28.371231,27.172447,27.322294,26.166853,1390310.0
7,2016-10-10,27.67194,27.971636,27.122498,27.272345,26.119019,347738.0
8,2016-10-13,27.172447,27.172447,26.273357,26.672953,25.544971,576071.0
9,2016-10-14,26.822802,26.822802,26.17346,26.22341,25.114439,314887.0
10,2016-10-17,26.373257,26.772852,25.574066,25.723915,24.636068,449914.0
11,2016-10-18,25.723915,26.22341,25.723915,26.023611,24.923092,394796.0
12,2016-10-19,26.323309,26.672953,25.823814,26.423206,25.305788,402574.0
13,2016-10-20,26.573053,27.172447,25.773865,26.573053,25.449299,585225.0
14,2016-10-21,26.722902,27.222397,26.273357,26.623005,25.497135,434151.0
15,2016-10-24,26.972649,26.972649,26.473156,26.573053,25.449299,315038.0
16,2016-10-25,26.772852,26.822802,26.22341,26.323309,25.210117,263877.0
17,2016-10-26,26.323309,26.323309,25.524118,25.723915,24.636068,500735.0
18,2016-10-27,25.524118,25.873764,25.074574,25.224422,24.157698,472984.0
19,2016-10-28,25.27437,25.574066,25.024626,25.174473,24.109865,293043.0
20,2016-11-01,25.873764,26.17346,25.27437,25.574066,24.492558,275765.0
21,2016-11-02,25.424219,25.424219,24.375282,24.525131,23.487982,630781.0
22,2016-11-03,24.475182,25.074574,23.925739,24.025639,23.009613,481602.0
23,2016-11-04,24.475182,24.475182,22.976702,23.326347,22.339895,440711.0
24,2016-11-07,23.725941,24.325335,23.476194,23.725941,22.722588,203129.0
25,2016-11-08,23.82584,24.275385,23.476194,23.725941,22.722588,294509.0
26,2016-11-09,21.977715,22.37731,18.980753,22.277411,21.335314,1001027.0
27,2016-11-10,22.527157,23.476194,22.527157,22.976702,22.005033,285902.0
28,2016-11-11,22.477207,22.976702,21.977715,22.077614,21.143969,289685.0
29,2016-11-15,22.277411,22.277411,20.279436,20.529182,19.661018,450384.0
30,2016-11-16,20.878828,21.977715,19.879841,20.02969,19.182648,483520.0
31,2016-11-17,20.379335,20.379335,19.480247,19.680044,18.84779,325482.0
32,2016-11-18,19.580145,20.379335,19.580145,20.129587,19.278322,307468.0
33,2016-11-21,20.529182,20.529182,18.980753,19.030703,18.225908,548853.0
34,2016-11-22,19.430298,19.92979,18.930803,19.330399,18.51293,277947.0
35,2016-11-23,19.580145,19.829891,19.280449,19.680044,18.84779,172402.0
36,2016-11-24,19.879841,20.379335,19.280449,19.829891,18.991301,283005.0
37,2016-11-25,20.479235,20.479235,19.879841,20.179537,19.326159,178078.0
38,2016-11-28,20.079639,20.828878,19.779943,20.479235,19.613182,306051.0
39,2016-11-29,21.977715,23.426245,21.977715,22.37731,21.43099,1224568.0
40,2016-11-30,22.826853,22.826853,21.827866,22.227461,21.287476,315334.0
41,2016-12-01,22.577106,22.726954,21.977715,22.477207,21.526661,300875.0
42,2016-12-02,22.177511,22.277411,21.678019,21.727966,20.809105,153983.0
43,2016-12-05,21.727966,21.827866,21.278423,21.578119,20.665596,83701.0
44,2016-12-06,21.827866,22.027662,21.178524,21.877815,20.952618,113007.0
45,2016-12-07,21.977715,22.427258,21.228474,21.378323,20.474249,163530.0
46,2016-12-08,21.777918,21.977715,21.52817,21.827866,20.904779,98123.0
47,2016-12-09,21.977715,22.527157,21.628069,21.977715,21.048294,165033.0
48,2016-12-12,22.37731,22.37731,21.52817,21.628069,20.713434,122342.0
49,2016-12-13,21.678019,21.977715,21.378323,21.478222,20.569925,417808.0
50,2016-12-14,21.678019,22.227461,21.278423,21.278423,20.378572,339382.0
51,2016-12-15,21.128574,21.628069,21.028675,21.228474,20.330738,133726.0
