,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-09-29,366.350006,369.850006,337.149994,341.850006,308.723724,700802.0
1,2016-09-30,334.149994,356.450012,334.149994,348.799988,315.000244,535178.0
2,2016-10-03,354.700012,356.0,348.0,351.100006,317.077362,914692.0
3,2016-10-04,352.0,354.0,345.100006,349.549988,315.677551,355676.0
4,2016-10-05,350.0,352.75,344.200012,345.700012,312.200653,291600.0
5,2016-10-06,348.0,348.0,339.0,341.25,308.181854,274981.0
6,2016-10-07,344.700012,344.700012,336.350006,338.850006,306.014404,192175.0
7,2016-10-10,339.399994,346.450012,334.149994,343.700012,310.39444,371824.0
8,2016-10-13,344.0,351.25,337.600006,343.0,309.762268,874215.0
9,2016-10-14,345.799988,352.0,344.0,350.100006,316.174286,675983.0
10,2016-10-17,356.899994,357.0,345.600006,347.299988,313.645599,309914.0
11,2016-10-18,351.0,354.350006,348.450012,351.5,317.438599,751137.0
12,2016-10-19,354.950012,354.950012,342.649994,344.600006,311.207245,347117.0
13,2016-10-20,345.5,352.5,345.5,349.25,315.406677,553749.0
14,2016-10-21,349.049988,350.049988,345.100006,346.100006,312.561859,134688.0
15,2016-10-24,348.700012,367.799988,346.549988,365.649994,330.217438,1597576.0
16,2016-10-25,369.0,377.350006,367.200012,369.850006,334.010468,1128239.0
17,2016-10-26,365.5,369.0,361.100006,363.299988,328.095123,208112.0
18,2016-10-27,361.399994,361.700012,353.549988,356.700012,322.134674,210513.0
19,2016-10-28,356.0,368.399994,355.149994,358.899994,324.121521,386541.0
20,2016-11-01,373.649994,373.649994,358.649994,361.75,326.695313,284010.0
21,2016-11-02,359.899994,364.5,342.25,352.649994,318.477142,311317.0
22,2016-11-03,352.700012,356.950012,348.0,351.100006,317.077362,235472.0
23,2016-11-04,351.549988,354.75,336.149994,343.600006,310.304138,278305.0
24,2016-11-07,354.0,357.0,347.149994,353.75,319.470581,198691.0
25,2016-11-08,356.0,373.799988,354.899994,361.850006,326.785645,929654.0
26,2016-11-09,326.0,368.0,290.0,358.549988,323.80545,1124609.0
27,2016-11-10,370.0,371.0,345.5,354.350006,320.012421,595740.0
28,2016-11-11,348.0,355.0,321.549988,341.450012,308.362457,1636968.0
29,2016-11-15,336.100006,341.200012,292.149994,322.5,291.24881,1649952.0
30,2016-11-16,325.049988,331.5,304.0,309.75,279.734283,1110309.0
31,2016-11-17,309.0,323.5,305.350006,315.850006,285.243195,476145.0
32,2016-11-18,314.600006,318.0,295.0,301.75,272.509521,678679.0
33,2016-11-21,308.799988,308.799988,280.0,289.399994,261.356293,954647.0
34,2016-11-22,289.5,298.5,281.600006,296.25,267.54248,436999.0
35,2016-11-23,298.899994,301.350006,289.149994,296.299988,267.587616,240348.0
36,2016-11-24,295.0,298.399994,284.850006,288.149994,260.227386,428309.0
37,2016-11-25,292.0,295.899994,286.0,288.350006,260.408051,293613.0
38,2016-11-28,288.0,291.0,283.799988,285.5,257.834198,170094.0
39,2016-11-29,287.0,313.700012,285.049988,308.700012,278.786072,1392237.0
40,2016-11-30,309.5,311.5,300.0,302.950012,273.593262,347415.0
41,2016-12-01,305.399994,307.399994,299.299988,301.899994,272.644989,601939.0
42,2016-12-02,300.0,304.0,286.850006,295.5,266.865173,555991.0
43,2016-12-05,299.5,299.5,291.5,293.200012,264.788086,125092.0
44,2016-12-06,294.100006,306.350006,294.100006,298.149994,269.258362,299710.0
45,2016-12-07,299.899994,307.549988,296.950012,298.75,269.800201,288090.0
46,2016-12-08,300.0,304.0,298.049988,298.899994,269.935669,169654.0
47,2016-12-09,298.0,304.899994,298.0,303.649994,274.225403,193100.0
48,2016-12-12,301.0,303.649994,295.850006,297.0,268.219788,695661.0
49,2016-12-13,298.25,298.25,288.0,289.700012,261.627228,276656.0
50,2016-12-14,290.399994,290.399994,273.25,278.299988,251.331894,410404.0
51,2016-12-15,279.5,281.200012,267.25,270.700012,244.468369,676052.0
52,2016-12-16,271.0,274.899994,269.0,269.950012,243.791061,361413.0
53,2016-12-19,265.299988,270.0,263.25,267.049988,241.172028,269430.0
54,2016-12-20,268.200012,270.0,262.0,266.850006,240.99144,301691.0
55,2016-12-21,266.850006,277.950012,264.0,268.100006,242.1203,339711.0
56,2016-12-22,269.0,275.799988,264.25,271.950012,245.597229,334746.0
57,2016-12-23,271.0,277.700012,266.350006,275.0,248.351669,203242.0
58,2016-12-26,275.0,275.0,265.0,269.649994,243.520081,216327.0
59,2016-12-27,267.100006,273.799988,266.0,272.299988,245.913284,138249.0
60,2016-12-28,272.5,279.549988,269.0,274.450012,247.85498,638558.0
61,2016-12-29,273.0,283.200012,271.5,281.899994,254.583008,245925.0
62,2016-12-30,282.0,289.0,279.350006,282.700012,255.305511,242396.0
63,2017-01-02,285.0,287.0,281.149994,285.200012,257.563293,144601.0
64,2017-01-03,285.0,291.899994,283.0,286.549988,258.78244,285215.0
65,2017-01-04,287.0,289.399994,285.350006,286.899994,259.098541,223054.0
66,2017-01-05,290.0,295.600006,287.0,292.899994,264.51709,285723.0
67,2017-01-06,294.0,298.0,292.149994,295.149994,266.549103,345224.0
68,2017-01-09,295.049988,296.100006,290.399994,291.850006,263.568848,129404.0
69,2017-01-10,292.0,293.0,286.200012,288.100006,260.182251,272573.0
70,2017-01-11,289.0,292.0,285.200012,289.049988,261.040161,604799.0
71,2017-01-12,289.450012,295.799988,288.399994,290.850006,262.665741,278627.0
72,2017-01-13,297.799988,306.200012,293.950012,297.299988,268.490692,608217.0
73,2017-01-16,295.049988,305.450012,295.049988,302.700012,273.367493,272655.0
74,2017-01-17,305.0,312.799988,304.0,310.450012,280.366425,606718.0
75,2017-01-18,314.0,317.0,309.399994,310.399994,280.321289,279067.0
76,2017-01-19,314.0,314.0,302.049988,305.399994,275.805786,203127.0
77,2017-01-20,301.299988,304.75,286.25,295.149994,266.549103,376263.0
78,2017-01-23,294.950012,298.75,290.299988,295.850006,267.181244,275683.0
79,2017-01-24,297.850006,302.0,292.850006,298.850006,269.890564,244295.0
80,2017-01-25,299.0,324.799988,299.0,321.549988,290.390869,1013430.0
81,2017-01-27,321.0,330.0,316.850006,320.75,289.668396,465915.0
82,2017-01-30,320.0,324.450012,316.0,320.049988,289.036194,249455.0
83,2017-01-31,322.899994,322.899994,300.100006,305.649994,276.031616,474182.0
84,2017-02-01,308.950012,329.0,307.0,323.700012,292.33252,611220.0
85,2017-02-02,329.0,355.0,324.0,346.450012,312.87796,1167810.0
86,2017-02-03,345.5,357.75,340.549988,343.5,310.213806,518895.0
87,2017-02-06,348.100006,354.399994,344.450012,352.200012,318.07077,255027.0
88,2017-02-07,350.700012,351.600006,334.649994,340.399994,307.414215,346808.0
89,2017-02-08,344.5,345.549988,327.899994,331.850006,299.692719,375354.0
90,2017-02-09,339.0,348.700012,332.0,339.0,306.149872,930709.0
91,2017-02-10,341.700012,342.600006,337.049988,340.850006,307.820648,246589.0
92,2017-02-13,342.0,346.450012,325.100006,328.75,296.893127,460874.0
93,2017-02-14,340.0,340.0,331.549988,335.0,302.537506,784522.0
94,2017-02-15,336.0,336.75,325.350006,331.799988,299.647583,271006.0
95,2017-02-16,333.100006,350.799988,332.0,348.100006,314.368042,747624.0
96,2017-02-17,350.0,356.899994,343.399994,348.399994,314.639008,601310.0
97,2017-02-20,349.0,355.5,346.700012,350.399994,316.44519,219328.0
98,2017-02-21,350.399994,352.799988,347.200012,350.100006,316.174286,198609.0
99,2017-02-22,353.100006,353.100006,348.25,350.399994,316.44519,148297.0
100,2017-02-23,350.700012,364.600006,349.100006,353.700012,319.425415,702280.0
101,2017-02-27,354.450012,361.0,351.200012,355.799988,321.321869,237665.0
102,2017-02-28,355.799988,358.799988,348.0,356.299988,321.773438,157822.0
103,2017-03-01,356.899994,364.0,356.100006,358.799988,324.031189,350158.0
104,2017-03-02,360.0,363.0,352.0,354.350006,320.012421,184250.0
105,2017-03-03,354.600006,354.899994,345.0,347.350006,313.690765,160891.0
106,2017-03-06,348.0,352.450012,348.0,350.149994,316.219421,317329.0
107,2017-03-07,348.049988,353.0,347.5,351.350006,317.303162,131884.0
108,2017-03-08,351.350006,354.299988,349.350006,352.450012,318.296509,148269.0
109,2017-03-09,348.5,355.0,347.350006,351.850006,317.7547,104208.0
110,2017-03-10,343.0,343.0,325.0,338.700012,305.878967,763852.0
111,2017-03-14,347.700012,349.950012,338.799988,340.950012,307.910919,162970.0
112,2017-03-15,341.700012,344.899994,339.549988,343.700012,310.39444,106984.0
113,2017-03-16,346.0,349.5,344.899994,348.600006,314.819641,193947.0
114,2017-03-17,348.600006,353.899994,343.75,349.100006,315.27121,463719.0
115,2017-03-20,350.0,352.799988,340.5,344.799988,311.387817,348700.0
116,2017-03-21,347.950012,352.5,344.100006,350.600006,316.625824,336326.0
117,2017-03-22,347.0,350.600006,341.100006,347.100006,313.464996,86469.0
118,2017-03-23,352.950012,357.0,350.700012,353.549988,319.289917,178348.0
119,2017-03-24,353.950012,358.149994,347.950012,350.200012,316.264557,144699.0
120,2017-03-27,350.899994,354.5,348.5,350.100006,316.174286,74998.0
121,2017-03-28,349.899994,353.0,348.549988,350.950012,316.941925,113002.0
122,2017-03-29,351.25,389.700012,351.25,378.25,341.596436,1423757.0
123,2017-03-30,376.799988,380.0,364.299988,373.75,342.972931,332618.0
124,2017-03-31,377.450012,389.950012,363.850006,368.950012,338.568176,1352539.0
125,2017-04-03,370.0,384.0,368.149994,380.649994,349.304749,547342.0
126,2017-04-05,381.75,401.899994,377.600006,396.100006,363.482452,1371910.0
127,2017-04-06,396.100006,398.950012,376.0,380.100006,348.800049,927564.0
128,2017-04-07,377.0,386.75,373.100006,377.100006,346.047089,652114.0
129,2017-04-10,381.25,382.450012,373.200012,375.25,344.349396,247414.0
130,2017-04-11,376.899994,389.399994,376.899994,385.149994,353.434143,2067773.0
131,2017-04-12,386.700012,391.149994,375.0,382.450012,350.956512,3998068.0
132,2017-04-13,382.950012,396.549988,382.950012,389.600006,357.5177,922344.0
133,2017-04-17,390.0,396.450012,384.649994,394.700012,362.197754,461511.0
134,2017-04-18,396.799988,410.799988,392.200012,396.399994,363.757782,2408796.0
135,2017-04-19,394.450012,412.0,390.0,407.0,373.484894,1111978.0
136,2017-04-20,410.0,419.399994,402.0,416.549988,382.248474,1754014.0
137,2017-04-21,417.100006,417.399994,401.899994,406.450012,372.980194,799906.0
138,2017-04-24,409.5,409.5,393.549988,395.149994,362.610687,807718.0
139,2017-04-25,397.0,404.049988,389.25,393.950012,361.509552,988587.0
140,2017-04-26,395.100006,401.0,382.600006,388.950012,356.921265,861874.0
141,2017-04-27,392.799988,401.0,390.149994,400.399994,367.428375,793900.0
142,2017-04-28,400.950012,404.950012,388.850006,394.299988,361.830688,1791011.0
143,2017-05-02,396.899994,396.899994,376.0,393.649994,361.234192,895957.0
